sites_lower,n
"dark lk 259-10, kodiak, alaska",2
"davidson cr 111-32, southeast, alaska",2
"davis cr 101-27, southeast, alaska",2
"davis lk 223-30 (b), prince william sound, alaska",2
"deception cr 247-41, cook inlet, alaska",2
"deception+anderson, cook inlet, alaska",2
"deep cr 244-20, cook inlet, alaska",2
"deep inlet 113-41, southeast, alaska",2
"deer lk 109-10, southeast, alaska",2
"deer park, wa",2
"delyndia lk 247-41, cook inlet, alaska",2
"denver, co",2
"derickson bay 222-20, prince william sound, alaska",2
"des moines, wa",2
"deshka r 247-41, cook inlet, alaska",2
"disappearance cr 102, southeast, alaska",2
"disappearance creek, southeast, alaska",2
"dockton, wa",2
"doty cove 111-31, southeast, alaska",2
"dredge lk 111-50, southeast, alaska",2
"dredge+moose 111-50, southeast, alaska",2
"duck cr 111-50, southeast, alaska",2
"duluth, mn",2
"duncan cr  106-43, southeast, alaska",2
"duvall, wa",2
"e fork chistochina 212-20, copper river, alaska",2
"e fork solomon r 333-10, norton sound, alaska",2
"e port camden 109-43, southeast, alaska",2
"eagle r 113-62, southeast, alaska",2
"eagle r 247-50, cook inlet, alaska",2
"earl west cov 107-40, southeast, alaska",2
"edgewood, wa",2
"edmonds, wa",2
"eek creek, southeast, alaska",2
"eklutna r 247-50, cook inlet, alaska",2
"eklutna tailrace 247-50, cook inlet, alaska",2
"ekuk, ak",2
"elfendahl lk 113-91, southeast, alaska",2
"elim, ak",2
"eliza lk 109-30, southeast, alaska",2
"elk lk 252-31 (b), kodiak, alaska",2
"ellamar, ak",2
"ellensburg, wa",2
"elma, wa",2
"elmhurst, il",2
"elusivak lk 249-52 (b), cook inlet, alaska",2
"endicott, ny",2
"english bay l 241-30, cook inlet, alaska",2
"ephrata, wa",2
"eshamy lk 225-30, prince william sound, alaska",2
"eshamy r 225-30, prince william sound, alaska",2
"eshamy river, prince william sound, alaska",2
"estacada, or",2
"ester, ak",2
"esther pass lk223-20, prince william sound, alaska",2
"eureka, ca",2
"everson, wa",2
"excursion inlet, ak",2
"fall city, wa",2
"fallbrook, ca",2
"falls cr 106-44, southeast, alaska",2
"falls creek, southeast, alaska",2
"false island cr 113-51, southeast, alaska",2
"false pass, ak",2
"farragut lk 110-14, southeast, alaska",2
"farragut r 110-14, southeast, alaska",2
"federal way, wa",2
"fiddle lk 109-10, southeast, alaska",2
"figure 8 lk 108-40, southeast, alaska",2
"finger lk 109-10, southeast, alaska",2
"finger lk 247-41, cook inlet, alaska",2
"finger lk 252-31 (b), kodiak, alaska",2
"first lk 111-33, southeast, alaska",2
"fish cr 101-15, southeast, alaska",2
"fish cr 111-50, southeast, alaska",2
"fish cr 241-11, cook inlet, alaska",2
"fish cr 247-50, cook inlet, alaska",2
"fish creek - hyder, southeast, alaska",2
"fish creek, cook inlet, alaska",2
"fish creek, prince william sound, alaska",2
"fishing branch river, yukon, alaska",2
"fleming spit 221-10, prince william sound, alaska",2
"float pond 111-50, southeast, alaska",2
"ford arm creek, southeast, alaska",2
"ford arm lk 113-73, southeast, alaska",2
"ford, wa",2
"forks, wa",2
"fort bragg, ca",2
"fort richardson, ak",2
"fox island, wa",2
"frazer r 257-40, kodiak, alaska",2
"freeland, wa",2
"freshwater bay, southeast, alaska",2
"friday harbor, wa",2
"fritz cove 111-50, southeast, alaska",2
"fritz cr 241-13, cook inlet, alaska",2
"frosty creek, alaska peninsula and aleutian islands, alaska",2
"gallatin gateway, mt",2
"garden, mi",2
"gastineau ch 111-40, southeast, alaska",2
"gatesville, tx",2
"gearhart, or",2
"genevieve lk 259-21, kodiak, alaska",2
"gengen lk ohmer cr, southeast, alaska",2
"george inlet 101-45, southeast, alaska",2
"gervais, or",2
"gilbert bay 111-35, southeast, alaska",2
"gillnet cr 101-25, southeast, alaska",2
"glacier lk (jnu), southeast, alaska",2
"glendale, ca",2
"gloucester, ma",2
"golovin, ak",2
"gonvick, mn",2
"goodnews bay, ak",2
"goodnews river (north fork), kuskokwim, alaska",2
"goodnews river, kuskokwim, alaska",2
"government cr 108-40, southeast, alaska",2
"grand marais, mn",2
"grand portage, mn",2
"granite bay 223-20, prince william sound, alaska",2
"granite cr 247-60, cook inlet, alaska",2
"granite falls, wa",2
"grant lk 244-30, cook inlet, alaska",2
"grant lk outlet 244-30, cook inlet, alaska",2
"grants pass, or",2
"grapeview, wa",2
"grass valley, ca",2
"graveyard cr 101-27, southeast, alaska",2
"grayland, wa",2
"grayling, ak",2
"grays river, wa",2
"greenbank, wa",2
"gresham, or",2
"grouse cr 231-30, cook inlet, alaska",2
"grouse lk 231-30, cook inlet, alaska",2
"gulkana r 212-20, copper river, alaska",2
"gunn cr 212-20, copper river, alaska",2
"gunnuk cr 109-42, southeast, alaska",2
"hailey, id",2
"halibut cove, ak",2
"halibut cv lag241-15, cook inlet, alaska",2
"halibut pt 113-40, southeast, alaska",2
"hamilton, ak",2
"hansen cr 325-30, bristol bay, alaska",2
"harding lake, yukon, alaska",2
"harding r 107-40, southeast, alaska",2
"harris river, southeast, alaska",2
"hastings creek 333-10, norton sound, alaska",2
"hatchery creek, southeast, alaska",2
"hayden cr 226-40, prince william sound, alaska",2
"hazel lk 241-15 (b), cook inlet, alaska",2
"healdsburg, ca",2
"heavener, ok",2
"heckman lk 101-90, southeast, alaska",2
"henderson, nv",2
"herman cr 115-32, southeast, alaska",2
"herring bay 226-10, prince william sound, alaska",2
"herring cove 101-45, southeast, alaska",2
"hetta lake creek, southeast, alaska",2
"hidden cr 244-30, cook inlet, alaska",2
"hidden lk 244-30, cook inlet, alaska",2
"hidden lk 251-40, kodiak, alaska",2
"hillsboro, or",2
"hobo bay 223-10, prince william sound, alaska",2
"hobo cr 224-10, prince william sound, alaska",2
"hobson cr 333-10, norton sound, alaska",2
"hock lk 247-41, cook inlet, alaska",2
"holy cross, ak",2
"homer spit 241-13, cook inlet, alaska",2
"honolulu, hi",2
"hooper bay, ak",2
"hoquiam, wa",2
"horse marine lake, kodiak, alaska",2
"horseshoe lk 247-41, cook inlet, alaska",2
"hospital cr 101-25, southeast, alaska",2
"houma, la",2
"hovland, mn",2
"hubbard, or",2
"hugh smith lk 101-30, southeast, alaska",2
"humpback creek, southeast, alaska",2
"hydaburg, ak",2
"ilwaco, wa",2
"inchelium, wa",2
"incline village, nv",2
"indian lk 111-33, southeast, alaska",2
"indian r 112-42, southeast, alaska",2
"indian r 113-41, southeast, alaska",2
"indian r 247-41, cook inlet, alaska",2
"indian river, alaska",2
"indian, ak",2
"indio, ca",2
"inglutalik river, norton sound, alaska",2
"ingram cr 247-60, cook inlet, alaska",2
"irish cr 105-32, southeast, alaska",2
"irrigon, or",2
"island lk 259-10, kodiak, alaska",2
"island lk cr 259-10, kodiak, alaska",2
"issaquah, wa",2
"ivanof bay, ak",2
"jackpot cr 226-20, prince william sound, alaska",2
"jakolof cr 241-16, cook inlet, alaska",2
"japan cr ii 101-27, southeast, alaska",2
"japanese cr 231-30, cook inlet, alaska",2
"jennifer lk 252-31 (b), kodiak, alaska",2
"jetty cr 109-10, southeast, alaska",2
"jim cr 247-50, cook inlet, alaska",2
"johnson cr 111-32, southeast, alaska",2
"jordan cr 111-50, southeast, alaska",2
"june cr 334-40, yukon, alaska",2
"kadashan r 112-42, southeast, alaska",2
"kah sheets creek, southeast, alaska",2
"kailua, hi",2
"kake sha 109-40, southeast, alaska",2
"kalama, wa",2
"kalsin lk 259-24, kodiak, alaska",2
"kaltag river, yukon, alaska",2
"kamiah, id",2
"kanalku creek, southeast, alaska",2
"kanektok r 335-00, kuskokwim, alaska",2
"karluk r 255-10, kodiak, alaska",2
"karta river, southeast, alaska",2
"kasaan, ak",2
"kasitsna bay cr 241-16, cook inlet, alaska",2
"kasnyku bay 112-11, southeast, alaska",2
"katmai cr 259-10, kodiak, alaska",2
"katmai lk 259-10, kodiak, alaska",2
"kaunakakai, hi",2
"kegan creek, southeast, alaska",2
"kegan lk 102-30, southeast, alaska",2
"kelsall r 115-32, southeast, alaska",2
"kelso, wa",2
"kenai r 244-30, cook inlet, alaska",2
"kendrick bay 102-10, southeast, alaska",2
"kenmore, wa",2
"kent, wa",2
"ketchikan cr 101-47, southeast, alaska",2
"ketchum, id",2
"killey r 244-30, cook inlet, alaska",2
"kings lk 247-50, cook inlet, alaska",2
"kingston, wa",2
"kirkland, wa",2
"kirschner lk 249-75 (b), cook inlet, alaska",2
"kitoi bay 252-31, kodiak, alaska",2
"kivalina, ak",2
"klag lake, southeast, alaska",2
"klakas lake creek, southeast, alaska",2
"klakas lk 103-15, southeast, alaska",2
"klamath falls, or",2
"klawock estuary 103-60, southeast, alaska",2
"klawock inlet 103-60, southeast, alaska",2
"klawock lk 103-60, southeast, alaska",2
"klawock r 103-60, southeast, alaska",2
"klukshu river, southeast, alaska",2
"klutina r 212-20, copper river, alaska",2
"kook creek, southeast, alaska",2
"kowee cr 111-40, southeast, alaska",2
"koyuk, ak",2
"kutlaku creek, southeast, alaska",2
"kwain cr 101-23, southeast, alaska",2
"kwethluk, ak",2
"l port walter 109-10, southeast, alaska",2
"l waterfall lk 251-82 (b), kodiak, alaska",2
"la conner, wa",2
"labouchere bay, southeast, alaska",2
"lake bay 223-40, prince william sound, alaska",2
"lake creek, alaska",2
"lake forest park, wa",2
"lake louise, kodiak, alaska",2
"lake stevens, wa",2
"lake tapps, wa",2
"lakebay, wa",2
"lakewood, wa",2
"langley, wa",2
"laramie, wy",2
"larry lk 109-10, southeast, alaska",2
"larson lake, cook inlet, alaska",2
"las vegas, nv",2
"laura lk 251-82, kodiak, alaska",2
"lava falls 113-41, southeast, alaska",2
"layton, ut",2
"leavenworth, wa",2
"leisure lk 241-15, cook inlet, alaska",2
"lena cove 111-50, southeast, alaska",2
"lengby, mn",2
"lewiston, id",2
"limestone in 111-90, southeast, alaska",2
"lincoln city, or",2
"little kitoi bay 252-31, kodiak, alaska",2
"little kitoi lk 252-31, kodiak, alaska",2
"little martin lake, copper river, alaska",2
"little susitna r 247, cook inlet, alaska",2
"lk rose tead 259-41, kodiak, alaska",2
"long beach, wa",2
"long lake creek, alaska",2
"long lake, copper river, alaska",2
"long lk 101-95 (unnamed), southeast, alaska",2
"long lk 247-50 (kenai), cook inlet, alaska",2
"longbranch, wa",2
"longview, wa",2
"loomis cr 225-30, prince william sound, alaska",2
"lopez, wa",2
"los angeles, ca",2
"lost r 182-80, southeast, alaska",2
"loveland, co",2
"lovers cove cr109-10, southeast, alaska",2
"lowell cr 231-30, cook inlet, alaska",2
"lower kalskag, ak",2
"lower paint lk 249-52 (b), cook inlet, alaska",2
"lower rostislaf lk 109-10, southeast, alaska",2
"lower summit lk 247-60, cook inlet, alaska",2
"ludvik lk 109-10, southeast, alaska",2
"lummi island, wa",2
"lutak inlet 115-33, southeast, alaska",2
"lynden, wa",2
"lynnwood, wa",2
"mabton, wa",2
"macon, ga",2
"main bay 225-20, prince william sound, alaska",2
"malina lakes, kodiak, alaska",2
"manley hot springs, ak",2
"maple valley, wa",2
"margaret lk 101-90, southeast, alaska",2
"marietta, wa",2
"marina, ca",2
"mark lk 258-80, kodiak, alaska",2
"marsha lk 226-30, prince william sound, alaska",2
"martin lake, copper river, alaska",2
"martinez, ca",2
"marx cr 101-15, southeast, alaska",2
"marysville, wa",2
"mayflower lk 259-24, kodiak, alaska",2
"mc donald lake, southeast, alaska",2
"mcdonald lk 101-80, southeast, alaska",2
"mclean arm 102-10, southeast, alaska",2
"mcroberts cr 247-50, cook inlet, alaska",2
"meadow cr 247-50, cook inlet, alaska",2
"medford, or",2
"mendenhall lk 111-50, southeast, alaska",2
"mendenhall p 111-50, southeast, alaska",2
"mendenhall r 111-50, southeast, alaska",2
"mercer island, wa",2
"meridian, id",2
"merritt, mi",2
"mesa, az",2
"meshik river, alaska peninsula and aleutian islands, alaska",2
"meyers stream 102-80, southeast, alaska",2
"middle arm, copper river, alaska",2
"middle lagoon, alaska peninsula and aleutian islands, alaska",2
"milan, tn",2
"mile 18 cr 212-10, copper river, alaska",2
"mile 25 212-20, copper river, alaska",2
"miles city, mt",2
"mill creek, southeast, alaska",2
"mill creek, wa",2
"milton, wa",2
"milwaukie, or",2
"minneapolis, mn",2
"minto, ak",2
"mission lk 259-21, kodiak, alaska",2
"mist island 111-34, southeast, alaska",2
"mitchell cr 106-43, southeast, alaska",2
"modesto, ca",2
"molalla, or",2
"monashka cr 259-10, kodiak, alaska",2
"monroe, wa",2
"monsoon lk 212-20, copper river, alaska",2
"montana cr 111-50, southeast, alaska",2
"montana cr 247-41, cook inlet, alaska",2
"montana creek, southeast, alaska",2
"monterey, ca",2
"montesano, wa",2
"moose cr 111-32, southeast, alaska",2
"moose cr 247-41, cook inlet, alaska",2
"moose cr 247-50, cook inlet, alaska",2
"moose creek, alaska",2
"moose r 244-30, cook inlet, alaska",2
"moraine lk, southeast, alaska",2
"morris cove, alaska peninsula and aleutian islands, alaska",2
"mortensens creek, alaska peninsula and aleutian islands, alaska",2
"mortenson cr 312-20, alaska peninsula and aleutian islands, alaska",2
"mosquito lk 115-32, southeast, alaska",2
"moss point cr 101-25, southeast, alaska",2
"mossyrock, wa",2
"mount angel, or",2
"mount vernon, wa",2
"mountain lake, southeast, alaska",2
"mountlake terrace, wa",2
"mukilteo, wa",2
"my lake 247-41, cook inlet, alaska",2
"myrtle point, or",2
"naha r 101-90, southeast, alaska",2
"naha river, southeast, alaska",2
"nakat inlet 101-10, southeast, alaska",2
"nakwasina r 113-43, southeast, alaska",2
"nakwasina river, alaska",2
"nampa, id",2
"nancy lk 247-41, cook inlet, alaska",2
"nancy lk+l susitna 247-41, cook inlet, alaska",2
"napa, ca",2
"naples, fl",2
"naselle, wa",2
"neah bay, wa",2
"neck lk 106-30, southeast, alaska",2
"neets bay 101-90, southeast, alaska",2
"neklason lk 247-50, cook inlet, alaska",2
"nenana, ak",2
"neva creek, southeast, alaska",2
"new lexington, oh",2
"newbury park, ca",2
"newhalen, ak",2
"newport, or",2
"newport, wa",2
"nikishka, ak",2
"nikolski, ak",2
"ninilchik r 244-20, cook inlet, alaska",2
"nipomo, ca",2
"niukluk r 333-20, norton sound, alaska",2
"noatak r 331-00, kotzebue, alaska",2
"noatak river, kotzebue, alaska",2
"noatak, ak",2
"nome r 333-10, norton sound, alaska",2
"nondalton, ak",2
"nordland, wa",2
"normandy park, wa",2
"north bend, wa",2
"nulato, ak",2
"nunavaugaluk lk 325-20, bristol bay, alaska",2
"o'brian cr 226-40, prince william sound, alaska",2
"oak harbor, wa",2
"oakhurst, ca",2
"oakland, ca",2
"ocean shores, wa",2
"ohmer cr 108-40, southeast, alaska",2
"ojai, ca",2
"old franks lks102-60, southeast, alaska",2
"old franks+klawock r, southeast, alaska",2
"oldham, sd",2
"olds r 259-24, kodiak, alaska",2
"olga, wa",2
"olympia, wa",2
"ophir cr 182-80, southeast, alaska",2
"ophir cr 333-20, norton sound, alaska",2
"orbin lk 259-22, kodiak, alaska",2
"oregon city, or",2
"orzinski river, alaska peninsula and aleutian islands, alaska",2
"oscarville, ak",2
"osprey lk 109-10, southeast, alaska",2
"otis, or",2
"otter lk 226-30, prince william sound, alaska",2
"ouzinkie boat harbor 259, kodiak, alaska",2
"pacific beach, wa",2
"pacific city, or",2
"pacific grove, ca",2
"packers creek lk 246-20, cook inlet, alaska",2
"paint river 243-20, cook inlet, alaska",2
"paonia, co",2
"papoose twins lk 247-41, cook inlet, alaska",2
"parry lk 109-10, southeast, alaska",2
"pass lk 223-20, prince william sound, alaska",2
"passage canal 224-10, prince william sound, alaska",2
"patching lk 101-90, southeast, alaska",2
"pauls bay, kodiak, alaska",2
"paxson lk 212-20, copper river, alaska",2
"pebble beach, ca",2
"perry island cr 222-30, prince william sound, alaska",2
"peshastin, wa",2
"petersburg area 106, southeast, alaska",2
"petersburg cr 106-44, southeast, alaska",2
"peterson creek, southeast, alaska",2
"peterson lk 111-50, southeast, alaska",2
"picnic cr 111-50, southeast, alaska",2
"pikmiktalik river, norton sound, alaska",2
"pillar cr 259-10, kodiak, alaska",2
"pilot station sonar, yukon, alaska",2
"pitkas point, ak",2
"pittsburg, ca",2
"pleasant bay creek, southeast, alaska",2
"pleasant hill, ca",2
"point roberts, wa",2
"politofski lake, southeast, alaska",2
"politofski lk 113-22, southeast, alaska",2
"polk inlet, southeast, alaska",2
"porcupine cr 106-30, southeast, alaska",2
"port angeles, wa",2
"port armstrong109-10, southeast, alaska",2
"port chalmers 227-20, prince william sound, alaska",2
"port dick lk 232-07 (b), cook inlet, alaska",2
"port graham 241-20, cook inlet, alaska",2
"port hadlock, wa",2
"port herbert 109-10, southeast, alaska",2
"port ludlow, wa",2
"port moller, ak",2
"port orford, or",2
"port protection, ak",2
"port san juan 226-40, prince william sound, alaska",2
"port st nicholas 103-60, southeast, alaska",2
"port st nicholas cr 10360, southeast, alaska",2
"port townsend, wa",2
"port valdez 221-60, prince william sound, alaska",2
"portage bay 109-42, southeast, alaska",2
"portage cr 110-16, southeast, alaska",2
"portage creek, ak",2
"portage lake, kodiak, alaska",2
"portland, or",2
"potatopatch lk 259-21, kodiak, alaska",2
"poulsbo, wa",2
"prescott, az",2
"provo, ut",2
"pueblo, co",2
"pullen cr 115-34, southeast, alaska",2
"puyallup, wa",2
"pws stream #273 222-30, prince william sound, alaska",2
"pws stream #276 222-30, prince william sound, alaska",2
"pws stream #277 222-30, prince william sound, alaska",2
"pws stream #278 222-30, prince william sound, alaska",2
"pws stream #282 222-30, prince william sound, alaska",2
"pws stream #283 222-30, prince william sound, alaska",2
"quartz cr 244-30, cook inlet, alaska",2
"quilcene, wa",2
"r-nahlin r, southeast, alaska",2
"r-porcupine r, southeast, alaska",2
"r-tahltan lk, southeast, alaska",2
"r-tatsamenie lk, southeast, alaska",2
"r-trapper lk, southeast, alaska",2
"r-tuya lk, southeast, alaska",2
"rabbit slough 247-50, cook inlet, alaska",2
"rainier, or",2
"rampart, ak",2
"ratz hbr creek, southeast, alaska",2
"ravensdale, wa",2
"raymond, wa",2
"red bluff, ca",2
"red lake, kodiak, alaska",2
"redmond, or",2
"redmond, wa",2
"redoubt lk 113-41, southeast, alaska",2
"reedsport, or",2
"reflection lk 101-80, southeast, alaska",2
"reno, nv",2
"renton, wa",2
"resurrection bay 231-30, cook inlet, alaska",2
"richland, or",2
"richland, wa",2
"ridgefield, wa",2
"rio roberts 102-70, southeast, alaska",2
"rio vista, ca",2
"riverside, ca",2
"roche harbor, wa",2
"rolla, mo",2
"ronan, mt",2
"rosburg, wa",2
"roseburg, or",2
"rowan bay, southeast, alaska",2
"ruby, ak",2
"ruidoso downs, nm",2
"ruidoso, nm",2
"russell cr 283-34, alaska peninsula and aleutian islands, alaska",2
"russian cr 259-22, kodiak, alaska",2
"ruth lk 252-30 (b), kodiak, alaska",2
"sacramento, ca",2
"saint john harbor, southeast, alaska",2
"saint michael, ak",2
"salcha river, alaska",2
"salem, or",2
